1736032962.622440 server started (91794): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1736032962.622480 on Linux 6.6.68 #1-NixOS SMP PREEMPT_DYNAMIC Fri Dec 27 12:58:58 UTC 2024
1736032962.622491 using libevent 2.1.12-stable poll
1736032962.622504 using utf8proc 2.9.0
1736032962.622508 using ncurses 6.4 20221231
1736032963.033938 args_parse: 2 = @clear-history-key (type STRING)
1736032963.033945 cmd_parse_build_commands: show-options -gqv @clear-history-key
1736032963.033950 cmdq_get_command: [show-options/0x2c225410] group 3290
1736032963.033953 cmdq_append <client-91929>: [show-options/0x2c225410]
1736032963.033956 cmdq_append <client-91929>: [server_client_command_done/0x2c208c50]
1736032963.033958 cmdq_next <global>: waiting
1736032963.033960 cmdq_next </dev/pts/0>: waiting
1736032963.033962 cmdq_next <client-91929>: enter
1736032963.033965 cmdq_next <client-91929>: [show-options/0x2c225410] (0), flags 0
1736032963.033968 cmd_find_best_session: 0 sessions to try
1736032963.033970 cmd_find_current_client: no target, return (nil)
1736032963.033973 cmd_find_best_session: 0 sessions to try
1736032963.033976 cmd_find_target: target none, type pane, item 0x2c225410, flags QUIET,CANFAIL
1736032963.033978 cmd_find_best_session: 0 sessions to try
1736032963.033980 cmd_find_target: error
1736032963.033983 format_defaults: c=none
1736032963.033985 format_defaults: s=none
1736032963.033987 format_defaults: wl=none
1736032963.033988 format_defaults: wp=none
1736032963.033991 format_expand1: expanding format: @clear-history-key
1736032963.033994 format_expand1: result is: @clear-history-key
1736032963.033996 unref client 0x2c287180 (4 references)
1736032963.034000 cmd_find_best_session: 0 sessions to try
1736032963.034002 unref client 0x2c287180 (3 references)
1736032963.034006 cmdq_next <client-91929>: [server_client_command_done/0x2c208c50] (1), flags 0
1736032963.034008 unref client 0x2c287180 (2 references)
1736032963.034010 cmdq_next <client-91929>: exit (empty)
1736032963.034012 cmdq_next <global>: waiting
1736032963.034014 cmdq_next </dev/pts/0>: waiting
1736032963.034016 cmdq_next <client-91929>: empty
1736032963.034019 sending message 203 to peer 0x2c26e240 (4 bytes)
1736032963.034029 cmdq_next <global>: waiting
1736032963.034031 cmdq_next </dev/pts/0>: waiting
1736032963.034033 cmdq_next <client-91929>: empty
1736032963.036416 lost client 0x2c287180
1736032963.036436 remove peer 0x2c26e240
1736032963.036450 unref client 0x2c287180 (1 references)
1736032963.036455 free client 0x2c287180 (0 references)
1736032963.036457 cmdq_next <global>: waiting
1736032963.036459 cmdq_next </dev/pts/0>: waiting
1736032963.039349 add peer 0x2c26e240: 9 (0x2c287180)
1736032963.039357 new client 0x2c287180
1736032963.039360 cmdq_next <global>: waiting
1736032963.039362 cmdq_next </dev/pts/0>: waiting
1736032963.039496 peer 0x2c26e240 message 111
1736032963.039500 client 0x2c287180 IDENTIFY_LONGFLAGS 0x10000
1736032963.039502 peer 0x2c26e240 message 111
1736032963.039504 client 0x2c287180 IDENTIFY_LONGFLAGS 0x10000
1736032963.039506 peer 0x2c26e240 message 101
1736032963.039509 client 0x2c287180 IDENTIFY_TERM xterm-kitty
1736032963.039511 peer 0x2c26e240 message 109
1736032963.039514 client 0x2c287180 IDENTIFY_FEATURES 
1736032963.039516 peer 0x2c26e240 message 102
1736032963.039518 client 0x2c287180 IDENTIFY_TTYNAME 
1736032963.039520 peer 0x2c26e240 message 108
1736032963.039526 client 0x2c287180 IDENTIFY_CWD /home/mechanosec/PetProjects/wifi-cli
1736032963.039528 peer 0x2c26e240 message 104
1736032963.039530 client 0x2c287180 IDENTIFY_STDIN 10
1736032963.039533 cmdq_next <global>: waiting
1736032963.039535 cmdq_next </dev/pts/0>: waiting
1736032963.039563 peer 0x2c26e240 message 110
1736032963.039566 client 0x2c287180 IDENTIFY_STDOUT 12
1736032963.039569 peer 0x2c26e240 message 107
1736032963.039571 client 0x2c287180 IDENTIFY_CLIENTPID 91930
1736032963.039573 peer 0x2c26e240 message 105
1736032963.039577 client 0x2c287180 IDENTIFY_ENVIRON SHELL=/bin/sh
1736032963.039579 peer 0x2c26e240 message 105
1736032963.039583 client 0x2c287180 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1736032963.039585 peer 0x2c26e240 message 105
1736032963.039588 client 0x2c287180 IDENTIFY_ENVIRON COLORTERM=truecolor
1736032963.039590 peer 0x2c26e240 message 105
1736032963.039593 client 0x2c287180 IDENTIFY_ENVIRON TOP_PID=91828
1736032963.039603 peer 0x2c26e240 message 105
1736032963.039608 client 0x2c287180 IDENTIFY_ENVIRON PRISMA_QUERY_ENGINE_BINARY=/nix/store/ap24x1wgnwalkqz5crhmqah9xq37rq47-prisma-engines-5.22.0/bin/query-engine
1736032963.039611 peer 0x2c26e240 message 105
1736032963.039614 client 0x2c287180 IDENTIFY_ENVIRON HYPRLAND_CMD=/run/current-system/sw/bin/Hyprland
1736032963.039617 peer 0x2c26e240 message 105
1736032963.039625 client 0x2c287180 IDENTIFY_ENVIRON XDG_CONFIG_DIRS=/etc/xdg:/home/mechanosec/.nix-profile/etc/xdg:/nix/profile/etc/xdg:/home/mechanosec/.local/state/nix/profile/etc/xdg:/etc/profiles/per-user/mechanosec/etc/xdg:/nix/var/nix/profiles/default/etc/xdg:/run/current-system/sw/etc/xdg
1736032963.039628 peer 0x2c26e240 message 105
1736032963.039631 client 0x2c287180 IDENTIFY_ENVIRON LESS=-R
1736032963.039633 peer 0x2c26e240 message 105
1736032963.039647 client 0x2c287180 IDENTIFY_ENVIRON NIX_LD_LIBRARY_PATH=/run/current-system/sw/share/nix-ld/lib
1736032963.039654 peer 0x2c26e240 message 105
1736032963.039657 client 0x2c287180 IDENTIFY_ENVIRON XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session9
1736032963.039660 peer 0x2c26e240 message 105
1736032963.039663 client 0x2c287180 IDENTIFY_ENVIRON WLR_NO_HARDWARE_CURSORS=1
1736032963.039666 peer 0x2c26e240 message 105
1736032963.039671 client 0x2c287180 IDENTIFY_ENVIRON SPEECHD_CMD=/nix/store/wxs9xv5ylhn3db3yzlns4kran1mrqzvp-speech-dispatcher-0.11.5/bin/speech-dispatcher
1736032963.039674 peer 0x2c26e240 message 105
1736032963.039677 client 0x2c287180 IDENTIFY_ENVIRON XDG_BACKEND=wayland
1736032963.039679 peer 0x2c26e240 message 105
1736032963.039683 client 0x2c287180 IDENTIFY_ENVIRON PRISMA_ENGINES_CHECKSUM_IGNORE_MISSING=1
1736032963.039685 peer 0x2c26e240 message 105
1736032963.039688 client 0x2c287180 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,91794,-1
1736032963.039691 peer 0x2c26e240 message 105
1736032963.039694 client 0x2c287180 IDENTIFY_ENVIRON LC_ADDRESS=uk_UA.UTF-8
1736032963.039697 peer 0x2c26e240 message 105
1736032963.039700 client 0x2c287180 IDENTIFY_ENVIRON LC_NAME=uk_UA.UTF-8
1736032963.039702 peer 0x2c26e240 message 105
1736032963.039715 client 0x2c287180 IDENTIFY_ENVIRON XCURSOR_PATH=/home/mechanosec/.icons:/home/mechanosec/.local/share/icons:/home/mechanosec/.nix-profile/share/icons:/home/mechanosec/.nix-profile/share/pixmaps:/nix/profile/share/icons:/nix/profile/share/pixmaps:/home/mechanosec/.local/state/nix/profile/share/icons:/home/mechanosec/.local/state/nix/profile/share/pixmaps:/etc/profiles/per-user/mechanosec/share/icons:/etc/profiles/per-user/mechanosec/share/pixmaps:/nix/var/nix/profiles/default/share/icons:/nix/var/nix/profiles/default/share/pixmaps:/run/current-system/sw/share/icons:/run/current-system/sw/share/pixmaps
1736032963.039718 peer 0x2c26e240 message 105
1736032963.039721 client 0x2c287180 IDENTIFY_ENVIRON DESKTOP_SESSION=hyprland
1736032963.039724 peer 0x2c26e240 message 105
1736032963.039727 client 0x2c287180 IDENTIFY_ENVIRON LC_MONETARY=uk_UA.UTF-8
1736032963.039729 peer 0x2c26e240 message 105
1736032963.039733 client 0x2c287180 IDENTIFY_ENVIRON HL_INITIAL_WORKSPACE_TOKEN=fee1a2e6-6926-4e4c-893a-195eb036c9e5
1736032963.039736 peer 0x2c26e240 message 105
1736032963.039740 client 0x2c287180 IDENTIFY_ENVIRON KITTY_PID=36726
1736032963.039743 peer 0x2c26e240 message 105
1736032963.039746 client 0x2c287180 IDENTIFY_ENVIRON NO_AT_BRIDGE=1
1736032963.039748 peer 0x2c26e240 message 105
1736032963.039751 client 0x2c287180 IDENTIFY_ENVIRON XCURSOR_SIZE=24
1736032963.039753 peer 0x2c26e240 message 105
1736032963.039756 client 0x2c287180 IDENTIFY_ENVIRON EDITOR=nano
1736032963.039758 peer 0x2c26e240 message 105
1736032963.039763 client 0x2c287180 IDENTIFY_ENVIRON is_vim=ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|n?vim?x?)(diff)?$'
1736032963.039766 peer 0x2c26e240 message 105
1736032963.039769 client 0x2c287180 IDENTIFY_ENVIRON XDG_SEAT=seat0
1736032963.039772 peer 0x2c26e240 message 105
1736032963.039775 client 0x2c287180 IDENTIFY_ENVIRON PWD=/home/mechanosec/PetProjects/wifi-cli
1736032963.039780 peer 0x2c26e240 message 105
1736032963.039786 client 0x2c287180 IDENTIFY_ENVIRON NIX_PROFILES=/run/current-system/sw /nix/var/nix/profiles/default /etc/profiles/per-user/mechanosec /home/mechanosec/.local/state/nix/profile /nix/profile /home/mechanosec/.nix-profile
1736032963.039789 peer 0x2c26e240 message 105
1736032963.039792 client 0x2c287180 IDENTIFY_ENVIRON LOGNAME=mechanosec
1736032963.039794 peer 0x2c26e240 message 105
1736032963.039797 client 0x2c287180 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=Hyprland
1736032963.039800 peer 0x2c26e240 message 105
1736032963.039803 client 0x2c287180 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1736032963.039805 peer 0x2c26e240 message 105
1736032963.039810 client 0x2c287180 IDENTIFY_ENVIRON NIX_PATH=nixpkgs=/nix/var/nix/profiles/per-user/root/channels/nixos:nixos-config=/etc/nixos/configuration.nix:/nix/var/nix/profiles/per-user/root/channels
1736032963.039813 peer 0x2c26e240 message 105
1736032963.039816 client 0x2c287180 IDENTIFY_ENVIRON NIXPKGS_CONFIG=/etc/nix/nixpkgs-config.nix
1736032963.039819 peer 0x2c26e240 message 105
1736032963.039823 client 0x2c287180 IDENTIFY_ENVIRON KITTY_PUBLIC_KEY=1:CM2Wz`)4Pwx?7xX2vzSeX3A*sJsm+u$weF5<mF67
1736032963.039826 peer 0x2c26e240 message 105
1736032963.039829 client 0x2c287180 IDENTIFY_ENVIRON HOME=/home/mechanosec
1736032963.039831 peer 0x2c26e240 message 105
1736032963.039835 client 0x2c287180 IDENTIFY_ENVIRON SSH_ASKPASS=/nix/store/3fs8bv1svpvkxpk3n0ssv600n3kdvfn9-x11-ssh-askpass-1.2.4.1/libexec/x11-ssh-askpass
1736032963.039838 peer 0x2c26e240 message 105
1736032963.039841 client 0x2c287180 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1736032963.039843 peer 0x2c26e240 message 105
1736032963.039846 client 0x2c287180 IDENTIFY_ENVIRON LC_PAPER=uk_UA.UTF-8
1736032963.039848 peer 0x2c26e240 message 105
1736032963.039852 client 0x2c287180 IDENTIFY_ENVIRON NIXOS_OZONE_WL=1
1736032963.039854 peer 0x2c26e240 message 105
1736032963.039857 client 0x2c287180 IDENTIFY_ENVIRON ZSH_AUTOSUGGEST_HIGHLIGHT_STYLE=fg=8
1736032963.039861 peer 0x2c26e240 message 105
1736032963.039890 client 0x2c287180 IDENTIFY_ENVIRON LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.7z=01;31:*.ace=01;31:*.alz=01;31:*.apk=01;31:*.arc=01;31:*.arj=01;31:*.bz=01;31:*.bz2=01;31:*.cab=01;31:*.cpio=01;31:*.crate=01;31:*.deb=01;31:*.drpm=01;31:*.dwm=01;31:*.dz=01;31:*.ear=01;31:*.egg=01;31:*.esd=01;31:*.gz=01;31:*.jar=01;31:*.lha=01;31:*.lrz=01;31:*.lz=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.lzo=01;31:*.pyz=01;31:*.rar=01;31:*.rpm=01;31:*.rz=01;31:*.sar=01;31:*.swm=01;31:*.t7z=01;31:*.tar=01;31:*.taz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tgz=01;31:*.tlz=01;31:*.txz=01;31:*.tz=01;31:*.tzo=01;31:*.tzst=01;31:*.udeb=01;31:*.war=01;31:*.whl=01;31:*.wim=01;31:*.xz=01;31:*.z=01;31:*.zip=01;31:*.zoo=01;31:*.zst=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1736032963.039895 peer 0x2c26e240 message 105
1736032963.039900 client 0x2c287180 IDENTIFY_ENVIRON _JAVA_AWT_WM_NONREPARENTING=1
1736032963.039903 peer 0x2c26e240 message 105
1736032963.039906 client 0x2c287180 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=Hyprland
1736032963.039909 peer 0x2c26e240 message 105
1736032963.039913 client 0x2c287180 IDENTIFY_ENVIRON PRISMA_QUERY_ENGINE_LIBRARY=/nix/store/ap24x1wgnwalkqz5crhmqah9xq37rq47-prisma-engines-5.22.0/lib/libquery_engine.node
1736032963.039916 peer 0x2c26e240 message 105
1736032963.039921 client 0x2c287180 IDENTIFY_ENVIRON PRISMA_SCHEMA_ENGINE_BINARY=/nix/store/ap24x1wgnwalkqz5crhmqah9xq37rq47-prisma-engines-5.22.0/bin/schema-engine
1736032963.039923 peer 0x2c26e240 message 105
1736032963.039927 client 0x2c287180 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-1
1736032963.039929 peer 0x2c26e240 message 105
1736032963.039932 client 0x2c287180 IDENTIFY_ENVIRON KITTY_SHELL_INTEGRATION=enabled no-rc
1736032963.039935 peer 0x2c26e240 message 105
1736032963.039939 client 0x2c287180 IDENTIFY_ENVIRON GIO_EXTRA_MODULES=/nix/store/8023ydsndfcvjqj03rxc5yf61sxg9i5b-dconf-0.40.0-lib/lib/gio/modules
1736032963.039942 peer 0x2c26e240 message 105
1736032963.039945 client 0x2c287180 IDENTIFY_ENVIRON KITTY_WINDOW_ID=1
1736032963.039948 peer 0x2c26e240 message 105
1736032963.039951 client 0x2c287180 IDENTIFY_ENVIRON XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0
1736032963.039954 peer 0x2c26e240 message 105
1736032963.039957 client 0x2c287180 IDENTIFY_ENVIRON GTK_A11Y=none
1736032963.039959 peer 0x2c26e240 message 105
1736032963.039963 client 0x2c287180 IDENTIFY_ENVIRON NIX_USER_PROFILE_DIR=/nix/var/nix/profiles/per-user/mechanosec
1736032963.039965 peer 0x2c26e240 message 105
1736032963.039975 client 0x2c287180 IDENTIFY_ENVIRON INFOPATH=/home/mechanosec/.nix-profile/info:/home/mechanosec/.nix-profile/share/info:/nix/profile/info:/nix/profile/share/info:/home/mechanosec/.local/state/nix/profile/info:/home/mechanosec/.local/state/nix/profile/share/info:/etc/profiles/per-user/mechanosec/info:/etc/profiles/per-user/mechanosec/share/info:/nix/var/nix/profiles/default/info:/nix/var/nix/profiles/default/share/info:/run/current-system/sw/info:/run/current-system/sw/share/info
1736032963.039979 peer 0x2c26e240 message 105
1736032963.039982 client 0x2c287180 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1736032963.039984 peer 0x2c26e240 message 105
1736032963.039987 client 0x2c287180 IDENTIFY_ENVIRON LC_IDENTIFICATION=uk_UA.UTF-8
1736032963.039990 peer 0x2c26e240 message 105
1736032963.039993 client 0x2c287180 IDENTIFY_ENVIRON TERM=xterm-kitty
1736032963.039995 peer 0x2c26e240 message 105
1736032963.039999 client 0x2c287180 IDENTIFY_ENVIRON TERMINFO=/nix/store/g2sz808xw5hf88hf21hcw58c0pgb95wi-kitty-0.37.0/lib/kitty/terminfo
1736032963.040002 peer 0x2c26e240 message 105
1736032963.040006 client 0x2c287180 IDENTIFY_ENVIRON ZSH=/nix/store/0pn1878v285l3nrfcagbb93bkkkbm811-oh-my-zsh-2024-10-01/share/oh-my-zsh
1736032963.040008 peer 0x2c26e240 message 105
1736032963.040024 client 0x2c287180 IDENTIFY_ENVIRON GTK_PATH=/home/mechanosec/.nix-profile/lib/gtk-2.0:/home/mechanosec/.nix-profile/lib/gtk-3.0:/home/mechanosec/.nix-profile/lib/gtk-4.0:/nix/profile/lib/gtk-2.0:/nix/profile/lib/gtk-3.0:/nix/profile/lib/gtk-4.0:/home/mechanosec/.local/state/nix/profile/lib/gtk-2.0:/home/mechanosec/.local/state/nix/profile/lib/gtk-3.0:/home/mechanosec/.local/state/nix/profile/lib/gtk-4.0:/etc/profiles/per-user/mechanosec/lib/gtk-2.0:/etc/profiles/per-user/mechanosec/lib/gtk-3.0:/etc/profiles/per-user/mechanosec/lib/gtk-4.0:/nix/var/nix/profiles/default/lib/gtk-2.0:/nix/var/nix/profiles/default/lib/gtk-3.0:/nix/var/nix/profiles/default/lib/gtk-4.0:/run/current-system/sw/lib/gtk-2.0:/run/current-system/sw/lib/gtk-3.0:/run/current-system/sw/lib/gtk-4.0
1736032963.040027 peer 0x2c26e240 message 105
1736032963.040031 client 0x2c287180 IDENTIFY_ENVIRON LESSOPEN=|/nix/store/zw7r0facs8lnz5pfzj07yhf56ycmjp86-lesspipe-2.11/bin/lesspipe.sh %s
1736032963.040034 peer 0x2c26e240 message 105
1736032963.040037 client 0x2c287180 IDENTIFY_ENVIRON USER=mechanosec
1736032963.040040 peer 0x2c26e240 message 105
1736032963.040045 client 0x2c287180 IDENTIFY_ENVIRON TZDIR=/etc/zoneinfo
1736032963.040047 peer 0x2c26e240 message 105
1736032963.040051 client 0x2c287180 IDENTIFY_ENVIRON NIX_LD=/run/current-system/sw/share/nix-ld/lib/ld.so
1736032963.040053 peer 0x2c26e240 message 105
1736032963.040057 client 0x2c287180 IDENTIFY_ENVIRON HYPRLAND_INSTANCE_SIGNATURE=12f9a0d0b93f691d4d9923716557154d74777b0a_1735941736_75506335
1736032963.040060 peer 0x2c26e240 message 105
1736032963.040063 client 0x2c287180 IDENTIFY_ENVIRON DISPLAY=:0
1736032963.040066 peer 0x2c26e240 message 105
1736032963.040068 client 0x2c287180 IDENTIFY_ENVIRON SHLVL=3
1736032963.040071 peer 0x2c26e240 message 105
1736032963.040074 client 0x2c287180 IDENTIFY_ENVIRON MOZ_ENABLE_WAYLAND=1
1736032963.040076 peer 0x2c26e240 message 105
1736032963.040079 client 0x2c287180 IDENTIFY_ENVIRON PAGER=less
1736032963.040081 peer 0x2c26e240 message 105
1736032963.040084 client 0x2c287180 IDENTIFY_ENVIRON LC_TELEPHONE=uk_UA.UTF-8
1736032963.040087 peer 0x2c26e240 message 105
1736032963.040095 client 0x2c287180 IDENTIFY_ENVIRON QTWEBKIT_PLUGIN_PATH=/home/mechanosec/.nix-profile/lib/mozilla/plugins/:/nix/profile/lib/mozilla/plugins/:/home/mechanosec/.local/state/nix/profile/lib/mozilla/plugins/:/etc/profiles/per-user/mechanosec/lib/mozilla/plugins/:/nix/var/nix/profiles/default/lib/mozilla/plugins/:/run/current-system/sw/lib/mozilla/plugins/
1736032963.040098 peer 0x2c26e240 message 105
1736032963.040101 client 0x2c287180 IDENTIFY_ENVIRON LC_MEASUREMENT=uk_UA.UTF-8
1736032963.040103 peer 0x2c26e240 message 105
1736032963.040106 client 0x2c287180 IDENTIFY_ENVIRON __NIXOS_SET_ENVIRONMENT_DONE=1
1736032963.040109 peer 0x2c26e240 message 105
1736032963.040112 client 0x2c287180 IDENTIFY_ENVIRON XDG_VTNR=8
1736032963.040114 peer 0x2c26e240 message 105
1736032963.040117 client 0x2c287180 IDENTIFY_ENVIRON XDG_SESSION_ID=11
1736032963.040119 peer 0x2c26e240 message 105
1736032963.040123 client 0x2c287180 IDENTIFY_ENVIRON LOCALE_ARCHIVE=/run/current-system/sw/lib/locale/locale-archive
1736032963.040125 peer 0x2c26e240 message 105
1736032963.040129 client 0x2c287180 IDENTIFY_ENVIRON LESSKEYIN_SYSTEM=/nix/store/vr7hzxd8pgd3knzc6vjv8liba80qbscy-lessconfig
1736032963.040132 peer 0x2c26e240 message 105
1736032963.040139 client 0x2c287180 IDENTIFY_ENVIRON TERMINFO_DIRS=/home/mechanosec/.nix-profile/share/terminfo:/nix/profile/share/terminfo:/home/mechanosec/.local/state/nix/profile/share/terminfo:/etc/profiles/per-user/mechanosec/share/terminfo:/nix/var/nix/profiles/default/share/terminfo:/run/current-system/sw/share/terminfo
1736032963.040142 peer 0x2c26e240 message 105
1736032963.040146 client 0x2c287180 IDENTIFY_ENVIRON LD_LIBRARY_PATH=/nix/store/pbvn150v0w5v1jadv1b8wnvkp81vxz5k-pipewire-1.2.6-jack/lib
1736032963.040149 peer 0x2c26e240 message 105
1736032963.040152 client 0x2c287180 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1736032963.040154 peer 0x2c26e240 message 105
1736032963.040159 client 0x2c287180 IDENTIFY_ENVIRON NIX_XDG_DESKTOP_PORTAL_DIR=/run/current-system/sw/share/xdg-desktop-portal/portals
1736032963.040162 peer 0x2c26e240 message 105
1736032963.040165 client 0x2c287180 IDENTIFY_ENVIRON LC_TIME=uk_UA.UTF-8
1736032963.040167 peer 0x2c26e240 message 105
1736032963.040175 client 0x2c287180 IDENTIFY_ENVIRON XDG_DATA_DIRS=/nix/store/sd7ad5bm9m3mbbwgrc5f2ili1wf6cmx8-desktops/share:/home/mechanosec/.nix-profile/share:/nix/profile/share:/home/mechanosec/.local/state/nix/profile/share:/etc/profiles/per-user/mechanosec/share:/nix/var/nix/profiles/default/share:/run/current-system/sw/share
1736032963.040178 peer 0x2c26e240 message 105
1736032963.040181 client 0x2c287180 IDENTIFY_ENVIRON GDK_BACKEND=wayland,x11
1736032963.040183 peer 0x2c26e240 message 105
1736032963.040190 client 0x2c287180 IDENTIFY_ENVIRON LIBEXEC_PATH=/home/mechanosec/.nix-profile/libexec:/nix/profile/libexec:/home/mechanosec/.local/state/nix/profile/libexec:/etc/profiles/per-user/mechanosec/libexec:/nix/var/nix/profiles/default/libexec:/run/current-system/sw/libexec
1736032963.040193 peer 0x2c26e240 message 105
1736032963.040208 client 0x2c287180 IDENTIFY_ENVIRON PATH=/nix/store/g2sz808xw5hf88hf21hcw58c0pgb95wi-kitty-0.37.0/bin:/nix/store/fk45sni24m102vryyygk4pkrjvmaw02r-imagemagick-7.1.1-40/bin:/nix/store/iiyi3qckyv3afbyn8wmrbj3y8faf6dl3-ncurses-6.4.20221231-dev/bin:/run/wrappers/bin:/home/mechanosec/.nix-profile/bin:/nix/profile/bin:/home/mechanosec/.local/state/nix/profile/bin:/etc/profiles/per-user/mechanosec/bin:/nix/var/nix/profiles/default/bin:/run/current-system/sw/bin:/nix/store/x9as7x6f7cdgcskvvn3yp02m662krr7y-binutils-wrapper-2.43.1/bin:/nix/store/lmaqi0czwy7vcvj4ss021g82ar2gvmry-pciutils-3.13.0/bin:/nix/store/mhwfp84q2vna03jshyqscbqvk3ii06sc-pkgconf-wrapper-2.3.0/bin
1736032963.040212 peer 0x2c26e240 message 105
1736032963.040216 client 0x2c287180 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1736032963.040218 peer 0x2c26e240 message 105
1736032963.040222 client 0x2c287180 IDENTIFY_ENVIRON tmux_version=$(tmux -V | sed -En "s/^tmux ([0-9]+(.[0-9]+)?).*/\\1/p")
1736032963.040224 peer 0x2c26e240 message 105
1736032963.040229 client 0x2c287180 IDENTIFY_ENVIRON KITTY_INSTALLATION_DIR=/nix/store/g2sz808xw5hf88hf21hcw58c0pgb95wi-kitty-0.37.0/lib/kitty
1736032963.040231 peer 0x2c26e240 message 105
1736032963.040234 client 0x2c287180 IDENTIFY_ENVIRON LC_NUMERIC=uk_UA.UTF-8
1736032963.040237 peer 0x2c26e240 message 105
1736032963.040240 client 0x2c287180 IDENTIFY_ENVIRON OLDPWD=/home/mechanosec
1736032963.040242 peer 0x2c26e240 message 105
1736032963.040245 client 0x2c287180 IDENTIFY_ENVIRON _=/run/current-system/sw/bin/tmux
1736032963.040247 peer 0x2c26e240 message 106
1736032963.040250 client 0x2c287180 name is client-91930
1736032963.040255 cmdq_next <global>: waiting
1736032963.040258 cmdq_next </dev/pts/0>: waiting
1736032963.040260 cmdq_next <client-91930>: empty
1736032963.040286 peer 0x2c26e240 message 200
1736032963.040289 cmd_unpack_argv: argv[0]=show-option
1736032963.040291 cmd_unpack_argv: argv[1]=-gqv
1736032963.040293 cmd_unpack_argv: argv[2]=@logging-path
1736032963.040298 cmd_parse_build_commands 0:0: show-option
1736032963.040300 cmd_parse_build_commands 0:1: -gqv
1736032963.040302 cmd_parse_build_commands 0:2: @logging-path
1736032963.040311 args_parse_flags: next -gqv
1736032963.040314 args_parse_flags: -g
1736032963.040316 args_parse_flags: -q
1736032963.040318 args_parse_flags: -v
1736032963.040320 args_parse_flags: next @logging-path
1736032963.040322 args_parse: flags end at 2 of 3
1736032963.040325 args_parse: 2 = @logging-path (type STRING)
1736032963.040332 cmd_parse_build_commands: show-options -gqv @logging-path
1736032963.040337 cmdq_get_command: [show-options/0x2c1ab0b0] group 3294
1736032963.040340 cmdq_append <client-91930>: [show-options/0x2c1ab0b0]
1736032963.040343 cmdq_append <client-91930>: [server_client_command_done/0x2c1ec750]
1736032963.040346 cmdq_next <global>: waiting
1736032963.040348 cmdq_next </dev/pts/0>: waiting
1736032963.040350 cmdq_next <client-91930>: enter
1736032963.040353 cmdq_next <client-91930>: [show-options/0x2c1ab0b0] (0), flags 0
1736032963.040356 cmd_find_best_session: 0 sessions to try
1736032963.040359 cmd_find_current_client: no target, return (nil)
1736032963.040361 cmd_find_best_session: 0 sessions to try
